path,file,event_type,source,well,n_obs,step_seconds,duration_s,leading_unlabelled,n_unlabelled,onset_pos,pre_event_labelled_normal,pre_event_total,has_transient,labels,n_vars_all_nan,vars_all_nan,n_vars_partial_nan
dataset/0/WELL-00002_20170625010200.parquet,WELL-00002_20170625010200.parquet,0,REAL,WELL-00002,21481,1.0,21480.0,3600,3600,-1,0,21481,False,{'0': 17881},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170625060243.parquet,WELL-00002_20170625060243.parquet,0,REAL,WELL-00002,21438,1.0,21437.0,3600,3600,-1,0,21438,False,{'0': 17838},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170625110032.parquet,WELL-00002_20170625110032.parquet,0,REAL,WELL-00002,21569,1.0,21568.0,3600,3600,-1,0,21569,False,{'0': 17969},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170625160232.parquet,WELL-00002_20170625160232.parquet,0,REAL,WELL-00002,21449,1.0,21448.0,3600,3600,-1,0,21449,False,{'0': 17849},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170625210127.parquet,WELL-00002_20170625210127.parquet,0,REAL,WELL-00002,21514,1.0,21513.0,3600,3600,-1,0,21514,False,{'0': 17914},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170626020043.parquet,WELL-00002_20170626020043.parquet,0,REAL,WELL-00002,21558,1.0,21557.0,3600,3600,-1,0,21558,False,{'0': 17958},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170626070149.parquet,WELL-00002_20170626070149.parquet,0,REAL,WELL-00002,21492,1.0,21491.0,3600,3600,-1,0,21492,False,{'0': 17892},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170626120032.parquet,WELL-00002_20170626120032.parquet,0,REAL,WELL-00002,21569,1.0,21568.0,3600,3600,-1,0,21569,False,{'0': 17969},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170626170138.parquet,WELL-00002_20170626170138.parquet,0,REAL,WELL-00002,21503,1.0,21502.0,3600,3600,-1,0,21503,False,{'0': 17903},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170626220316.parquet,WELL-00002_20170626220316.parquet,0,REAL,WELL-00002,21405,1.0,21404.0,3600,3600,-1,0,21405,False,{'0': 17805},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170804200000.parquet,WELL-00002_20170804200000.parquet,0,REAL,WELL-00002,21506,1.0,21505.0,3600,3600,-1,0,21506,False,{'0': 17906},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170805010000.parquet,WELL-00002_20170805010000.parquet,0,REAL,WELL-00002,21533,1.0,21532.0,3600,3600,-1,0,21533,False,{'0': 17933},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170805060000.parquet,WELL-00002_20170805060000.parquet,0,REAL,WELL-00002,21344,1.0,21343.0,3600,3600,-1,0,21344,False,{'0': 17744},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170805110000.parquet,WELL-00002_20170805110000.parquet,0,REAL,WELL-00002,21344,1.0,21343.0,3600,3600,-1,0,21344,False,{'0': 17744},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170805160000.parquet,WELL-00002_20170805160000.parquet,0,REAL,WELL-00002,21533,1.0,21532.0,3600,3600,-1,0,21533,False,{'0': 17933},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170805210000.parquet,WELL-00002_20170805210000.parquet,0,REAL,WELL-00002,21533,1.0,21532.0,3600,3600,-1,0,21533,False,{'0': 17933},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170806020000.parquet,WELL-00002_20170806020000.parquet,0,REAL,WELL-00002,21479,1.0,21478.0,3600,3600,-1,0,21479,False,{'0': 17879},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170806070000.parquet,WELL-00002_20170806070000.parquet,0,REAL,WELL-00002,21560,1.0,21559.0,3600,3600,-1,0,21560,False,{'0': 17960},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170806120000.parquet,WELL-00002_20170806120000.parquet,0,REAL,WELL-00002,21466,1.0,21465.0,3600,3600,-1,0,21466,False,{'0': 17866},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170806170000.parquet,WELL-00002_20170806170000.parquet,0,REAL,WELL-00002,21493,1.0,21492.0,3600,3600,-1,0,21493,False,{'0': 17893},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170806220000.parquet,WELL-00002_20170806220000.parquet,0,REAL,WELL-00002,21547,1.0,21546.0,3600,3600,-1,0,21547,False,{'0': 17947},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170807030000.parquet,WELL-00002_20170807030000.parquet,0,REAL,WELL-00002,21425,1.0,21424.0,3600,3600,-1,0,21425,False,{'0': 17825},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170807080000.parquet,WELL-00002_20170807080000.parquet,0,REAL,WELL-00002,21088,1.0,21087.0,3600,3600,-1,0,21088,False,{'0': 17488},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170807130000.parquet,WELL-00002_20170807130000.parquet,0,REAL,WELL-00002,21574,1.0,21573.0,3600,3600,-1,0,21574,False,{'0': 17974},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170807180000.parquet,WELL-00002_20170807180000.parquet,0,REAL,WELL-00002,21560,1.0,21559.0,3600,3600,-1,0,21560,False,{'0': 17960},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170807230000.parquet,WELL-00002_20170807230000.parquet,0,REAL,WELL-00002,21506,1.0,21505.0,3600,3600,-1,0,21506,False,{'0': 17906},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170808040000.parquet,WELL-00002_20170808040000.parquet,0,REAL,WELL-00002,21560,1.0,21559.0,3600,3600,-1,0,21560,False,{'0': 17960},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170808090000.parquet,WELL-00002_20170808090000.parquet,0,REAL,WELL-00002,21452,1.0,21451.0,3600,3600,-1,0,21452,False,{'0': 17852},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170808140000.parquet,WELL-00002_20170808140000.parquet,0,REAL,WELL-00002,21574,1.0,21573.0,3600,3600,-1,0,21574,False,{'0': 17974},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170808190026.parquet,WELL-00002_20170808190026.parquet,0,REAL,WELL-00002,21575,1.0,21574.0,3600,3600,-1,0,21575,False,{'0': 17975},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170809000000.parquet,WELL-00002_20170809000000.parquet,0,REAL,WELL-00002,21547,1.0,21546.0,3600,3600,-1,0,21547,False,{'0': 17947},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170809050000.parquet,WELL-00002_20170809050000.parquet,0,REAL,WELL-00002,21533,1.0,21532.0,3600,3600,-1,0,21533,False,{'0': 17933},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170809100000.parquet,WELL-00002_20170809100000.parquet,0,REAL,WELL-00002,21533,1.0,21532.0,3600,3600,-1,0,21533,False,{'0': 17933},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170809150026.parquet,WELL-00002_20170809150026.parquet,0,REAL,WELL-00002,21575,1.0,21574.0,3600,3600,-1,0,21575,False,{'0': 17975},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170809200000.parquet,WELL-00002_20170809200000.parquet,0,REAL,WELL-00002,21493,1.0,21492.0,3600,3600,-1,0,21493,False,{'0': 17893},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170810010026.parquet,WELL-00002_20170810010026.parquet,0,REAL,WELL-00002,21548,1.0,21547.0,3600,3600,-1,0,21548,False,{'0': 17948},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170810060000.parquet,WELL-00002_20170810060000.parquet,0,REAL,WELL-00002,21533,1.0,21532.0,3600,3600,-1,0,21533,False,{'0': 17933},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
dataset/0/WELL-00002_20170810110000.parquet,WELL-00002_20170810110000.parquet,0,REAL,WELL-00002,20900,1.0,20899.0,3600,3600,-1,0,20900,False,{'0': 17300},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",4
dataset/0/WELL-00002_20170810160000.parquet,WELL-00002_20170810160000.parquet,0,REAL,WELL-00002,21547,1.0,21546.0,3600,3600,-1,0,21547,False,{'0': 17947},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",4
dataset/0/WELL-00002_20170810210000.parquet,WELL-00002_20170810210000.parquet,0,REAL,WELL-00002,21412,1.0,21411.0,3600,3600,-1,0,21412,False,{'0': 17812},23,"['ABER-CKGL', 'ABER-CKP', 'ESTADO-DHSV', 'ESTADO-M1', 'ESTADO-M2', 'ESTADO-PXO', 'ESTADO-SDV-GL', 'ESTADO-SDV-P', 'ESTADO-W1', 'ESTADO-W2', 'ESTADO-XO', 'P-JUS-BS', 'P-JUS-CKGL', 'P-JUS-CKP', 'P-MON-CKGL', 'P-MON-CKP', 'P-MON-SDV-P', 'PT-P', 'QBS', 'QGL', 'T-JUS-CKP', 'T-MON-CKP', 'T-PDG']",0
