cooler,valve,pump,acc,stable,cfg,split
20,80,0,115,0,20|80|0|115,train
20,80,0,115,0,20|80|0|115,train
20,80,0,115,0,20|80|0|115,train
20,80,0,115,0,20|80|0|115,train
20,80,0,115,0,20|80|0|115,train
20,80,0,115,0,20|80|0|115,train
20,80,0,115,0,20|80|0|115,train
20,80,0,115,0,20|80|0|115,train
20,80,0,115,0,20|80|0|115,train
20,90,0,115,0,20|90|0|115,valid
20,90,0,115,0,20|90|0|115,valid
20,90,0,115,0,20|90|0|115,valid
20,90,0,115,0,20|90|0|115,valid
20,90,0,115,0,20|90|0|115,valid
20,90,0,115,0,20|90|0|115,valid
20,90,0,115,0,20|90|0|115,valid
20,90,0,115,0,20|90|0|115,valid
20,90,0,115,0,20|90|0|115,valid
20,90,0,115,0,20|90|0|115,valid
20,100,0,115,0,20|100|0|115,train
20,100,0,115,0,20|100|0|115,train
20,100,0,115,0,20|100|0|115,train
20,100,0,115,0,20|100|0|115,train
20,100,0,115,0,20|100|0|115,train
20,100,0,115,0,20|100|0|115,train
20,100,0,115,0,20|100|0|115,train
20,100,0,115,0,20|100|0|115,train
20,100,0,115,0,20|100|0|115,train
20,100,0,115,0,20|100|0|115,train
20,73,2,100,0,20|73|2|100,train
20,73,2,100,0,20|73|2|100,train
20,73,2,100,0,20|73|2|100,train
20,73,2,100,0,20|73|2|100,train
20,73,2,100,0,20|73|2|100,train
20,73,2,100,0,20|73|2|100,train
20,73,2,100,0,20|73|2|100,train
20,73,2,100,0,20|73|2|100,train
20,73,2,100,0,20|73|2|100,train
20,73,2,100,0,20|73|2|100,train
20,80,2,100,0,20|80|2|100,train
20,80,2,100,0,20|80|2|100,train
20,80,2,100,0,20|80|2|100,train
20,80,2,100,0,20|80|2|100,train
20,80,2,100,0,20|80|2|100,train
20,80,2,100,0,20|80|2|100,train
20,80,2,100,0,20|80|2|100,train
20,80,2,100,0,20|80|2|100,train
20,80,2,100,0,20|80|2|100,train
20,80,2,100,0,20|80|2|100,train
20,90,2,100,0,20|90|2|100,valid
20,90,2,100,0,20|90|2|100,valid
20,90,2,100,0,20|90|2|100,valid
20,90,2,100,0,20|90|2|100,valid
20,90,2,100,0,20|90|2|100,valid
20,90,2,100,0,20|90|2|100,valid
20,90,2,100,0,20|90|2|100,valid
20,90,2,100,0,20|90|2|100,valid
20,90,2,100,0,20|90|2|100,valid
20,90,2,100,0,20|90|2|100,valid
20,100,2,100,0,20|100|2|100,train
20,100,2,100,0,20|100|2|100,train
20,100,2,100,0,20|100|2|100,train
20,100,2,100,0,20|100|2|100,train
20,100,2,100,0,20|100|2|100,train
20,100,2,100,0,20|100|2|100,train
20,100,2,100,0,20|100|2|100,train
20,100,2,100,0,20|100|2|100,train
20,100,2,100,0,20|100|2|100,train
20,100,2,100,0,20|100|2|100,train
20,73,1,100,0,20|73|1|100,valid
20,73,1,100,0,20|73|1|100,valid
20,73,1,100,0,20|73|1|100,valid
20,73,1,100,0,20|73|1|100,valid
20,73,1,100,0,20|73|1|100,valid
20,73,1,100,0,20|73|1|100,valid
20,73,1,100,0,20|73|1|100,valid
20,73,1,100,0,20|73|1|100,valid
20,73,1,100,0,20|73|1|100,valid
20,73,1,100,0,20|73|1|100,valid
20,80,1,100,0,20|80|1|100,train
20,80,1,100,0,20|80|1|100,train
20,80,1,100,0,20|80|1|100,train
20,80,1,100,0,20|80|1|100,train
20,80,1,100,0,20|80|1|100,train
20,80,1,100,0,20|80|1|100,train
20,80,1,100,0,20|80|1|100,train
20,80,1,100,0,20|80|1|100,train
20,80,1,100,0,20|80|1|100,train
20,80,1,100,0,20|80|1|100,train
20,90,1,100,0,20|90|1|100,train
20,90,1,100,0,20|90|1|100,train
20,90,1,100,0,20|90|1|100,train
20,90,1,100,0,20|90|1|100,train
20,90,1,100,0,20|90|1|100,train
20,90,1,100,0,20|90|1|100,train
20,90,1,100,0,20|90|1|100,train
20,90,1,100,0,20|90|1|100,train
20,90,1,100,0,20|90|1|100,train
20,90,1,100,0,20|90|1|100,train
20,100,1,100,0,20|100|1|100,train
20,100,1,100,0,20|100|1|100,train
20,100,1,100,0,20|100|1|100,train
20,100,1,100,0,20|100|1|100,train
20,100,1,100,0,20|100|1|100,train
20,100,1,100,0,20|100|1|100,train
20,100,1,100,0,20|100|1|100,train
20,100,1,100,0,20|100|1|100,train
20,100,1,100,0,20|100|1|100,train
20,100,1,100,0,20|100|1|100,train
20,73,0,100,0,20|73|0|100,train
20,73,0,100,0,20|73|0|100,train
20,73,0,100,0,20|73|0|100,train
20,73,0,100,0,20|73|0|100,train
20,73,0,100,0,20|73|0|100,train
20,73,0,100,0,20|73|0|100,train
20,73,0,100,0,20|73|0|100,train
20,73,0,100,0,20|73|0|100,train
20,73,0,100,0,20|73|0|100,train
20,73,0,100,0,20|73|0|100,train
20,80,0,100,0,20|80|0|100,train
20,80,0,100,0,20|80|0|100,train
20,80,0,100,0,20|80|0|100,train
20,80,0,100,0,20|80|0|100,train
20,80,0,100,0,20|80|0|100,train
20,80,0,100,0,20|80|0|100,train
20,80,0,100,0,20|80|0|100,train
20,80,0,100,0,20|80|0|100,train
20,80,0,100,0,20|80|0|100,train
20,80,0,100,0,20|80|0|100,train
20,90,0,100,0,20|90|0|100,train
20,90,0,100,0,20|90|0|100,train
20,90,0,100,0,20|90|0|100,train
20,90,0,100,0,20|90|0|100,train
20,90,0,100,0,20|90|0|100,train
20,90,0,100,0,20|90|0|100,train
20,90,0,100,0,20|90|0|100,train
20,90,0,100,0,20|90|0|100,train
20,90,0,100,0,20|90|0|100,train
20,90,0,100,0,20|90|0|100,train
20,100,0,100,0,20|100|0|100,train
20,100,0,100,0,20|100|0|100,train
20,100,0,100,0,20|100|0|100,train
20,100,0,100,0,20|100|0|100,train
20,100,0,100,0,20|100|0|100,train
20,100,0,100,0,20|100|0|100,train
20,100,0,100,0,20|100|0|100,train
20,100,0,100,0,20|100|0|100,train
20,100,0,100,0,20|100|0|100,train
20,100,0,100,0,20|100|0|100,train
20,73,2,90,0,20|73|2|90,test
20,73,2,90,0,20|73|2|90,test
20,73,2,90,0,20|73|2|90,test
20,73,2,90,0,20|73|2|90,test
20,73,2,90,0,20|73|2|90,test
20,73,2,90,0,20|73|2|90,test
20,73,2,90,0,20|73|2|90,test
20,73,2,90,0,20|73|2|90,test
20,73,2,90,0,20|73|2|90,test
20,73,2,90,0,20|73|2|90,test
20,80,2,90,0,20|80|2|90,train
20,80,2,90,0,20|80|2|90,train
20,80,2,90,0,20|80|2|90,train
20,80,2,90,0,20|80|2|90,train
20,80,2,90,0,20|80|2|90,train
20,80,2,90,0,20|80|2|90,train
20,80,2,90,0,20|80|2|90,train
20,80,2,90,0,20|80|2|90,train
20,80,2,90,0,20|80|2|90,train
20,80,2,90,0,20|80|2|90,train
20,90,2,90,0,20|90|2|90,train
20,90,2,90,0,20|90|2|90,train
20,90,2,90,0,20|90|2|90,train
20,90,2,90,0,20|90|2|90,train
20,90,2,90,0,20|90|2|90,train
20,90,2,90,0,20|90|2|90,train
20,90,2,90,0,20|90|2|90,train
20,90,2,90,0,20|90|2|90,train
20,90,2,90,0,20|90|2|90,train
20,90,2,90,0,20|90|2|90,train
20,100,2,90,0,20|100|2|90,test
20,100,2,90,0,20|100|2|90,test
20,100,2,90,0,20|100|2|90,test
20,100,2,90,0,20|100|2|90,test
20,100,2,90,0,20|100|2|90,test
20,100,2,90,0,20|100|2|90,test
20,100,2,90,0,20|100|2|90,test
20,100,2,90,0,20|100|2|90,test
20,100,2,90,0,20|100|2|90,test
20,100,2,90,0,20|100|2|90,test
20,73,1,90,0,20|73|1|90,train
20,73,1,90,0,20|73|1|90,train
20,73,1,90,0,20|73|1|90,train
20,73,1,90,0,20|73|1|90,train
20,73,1,90,0,20|73|1|90,train
20,73,1,90,0,20|73|1|90,train
20,73,1,90,0,20|73|1|90,train
20,73,1,90,0,20|73|1|90,train
20,73,1,90,0,20|73|1|90,train
20,73,1,90,0,20|73|1|90,train
20,80,1,90,0,20|80|1|90,test
20,80,1,90,0,20|80|1|90,test
20,80,1,90,0,20|80|1|90,test
20,80,1,90,0,20|80|1|90,test
20,80,1,90,0,20|80|1|90,test
20,80,1,90,0,20|80|1|90,test
20,80,1,90,0,20|80|1|90,test
20,80,1,90,0,20|80|1|90,test
20,80,1,90,0,20|80|1|90,test
20,80,1,90,0,20|80|1|90,test
20,90,1,90,0,20|90|1|90,valid
20,90,1,90,0,20|90|1|90,valid
20,90,1,90,0,20|90|1|90,valid
20,90,1,90,0,20|90|1|90,valid
20,90,1,90,0,20|90|1|90,valid
20,90,1,90,0,20|90|1|90,valid
20,90,1,90,0,20|90|1|90,valid
20,90,1,90,0,20|90|1|90,valid
20,90,1,90,0,20|90|1|90,valid
20,90,1,90,0,20|90|1|90,valid
20,100,1,90,0,20|100|1|90,test
20,100,1,90,0,20|100|1|90,test
20,100,1,90,0,20|100|1|90,test
20,100,1,90,0,20|100|1|90,test
20,100,1,90,0,20|100|1|90,test
20,100,1,90,0,20|100|1|90,test
20,100,1,90,0,20|100|1|90,test
20,100,1,90,0,20|100|1|90,test
20,100,1,90,0,20|100|1|90,test
20,100,1,90,0,20|100|1|90,test
20,73,0,90,0,20|73|0|90,train
20,73,0,90,0,20|73|0|90,train
20,73,0,90,0,20|73|0|90,train
20,73,0,90,0,20|73|0|90,train
20,73,0,90,0,20|73|0|90,train
20,73,0,90,0,20|73|0|90,train
20,73,0,90,0,20|73|0|90,train
20,73,0,90,0,20|73|0|90,train
20,73,0,90,0,20|73|0|90,train
20,73,0,90,0,20|73|0|90,train
20,80,0,90,0,20|80|0|90,test
20,80,0,90,0,20|80|0|90,test
20,80,0,90,0,20|80|0|90,test
20,80,0,90,0,20|80|0|90,test
20,80,0,90,0,20|80|0|90,test
20,80,0,90,0,20|80|0|90,test
20,80,0,90,0,20|80|0|90,test
20,80,0,90,0,20|80|0|90,test
20,80,0,90,0,20|80|0|90,test
20,80,0,90,0,20|80|0|90,test
20,90,0,90,0,20|90|0|90,valid
20,90,0,90,0,20|90|0|90,valid
20,90,0,90,0,20|90|0|90,valid
20,90,0,90,0,20|90|0|90,valid
20,90,0,90,0,20|90|0|90,valid
20,90,0,90,0,20|90|0|90,valid
20,90,0,90,0,20|90|0|90,valid
20,90,0,90,0,20|90|0|90,valid
20,90,0,90,0,20|90|0|90,valid
20,90,0,90,0,20|90|0|90,valid
20,100,0,90,0,20|100|0|90,test
20,100,0,90,0,20|100|0|90,test
20,100,0,90,0,20|100|0|90,test
20,100,0,90,0,20|100|0|90,test
20,100,0,90,0,20|100|0|90,test
20,100,0,90,0,20|100|0|90,test
20,100,0,90,0,20|100|0|90,test
20,100,0,90,0,20|100|0|90,test
20,100,0,90,0,20|100|0|90,test
20,100,0,90,0,20|100|0|90,test
100,73,2,130,0,100|73|2|130,train
100,73,2,130,0,100|73|2|130,train
100,73,2,130,0,100|73|2|130,train
100,73,2,130,0,100|73|2|130,train
100,73,2,130,0,100|73|2|130,train
100,73,2,130,0,100|73|2|130,train
100,73,2,130,0,100|73|2|130,train
100,73,2,130,0,100|73|2|130,train
100,73,2,130,0,100|73|2|130,train
100,73,2,130,0,100|73|2|130,train
100,80,2,130,0,100|80|2|130,test
100,80,2,130,0,100|80|2|130,test
100,80,2,130,0,100|80|2|130,test
100,80,2,130,0,100|80|2|130,test
100,80,2,130,0,100|80|2|130,test
100,80,2,130,0,100|80|2|130,test
100,80,2,130,0,100|80|2|130,test
100,80,2,130,0,100|80|2|130,test
100,80,2,130,0,100|80|2|130,test
100,80,2,130,0,100|80|2|130,test
100,90,2,130,0,100|90|2|130,train
100,90,2,130,0,100|90|2|130,train
100,90,2,130,0,100|90|2|130,train
100,90,2,130,0,100|90|2|130,train
100,90,2,130,0,100|90|2|130,train
100,90,2,130,0,100|90|2|130,train
100,90,2,130,0,100|90|2|130,train
100,90,2,130,0,100|90|2|130,train
100,90,2,130,0,100|90|2|130,train
100,90,2,130,0,100|90|2|130,train
100,100,2,130,0,100|100|2|130,train
100,100,2,130,0,100|100|2|130,train
100,100,2,130,0,100|100|2|130,train
100,100,2,130,0,100|100|2|130,train
100,100,2,130,0,100|100|2|130,train
100,100,2,130,0,100|100|2|130,train
100,100,2,130,0,100|100|2|130,train
100,100,2,130,0,100|100|2|130,train
100,100,2,130,0,100|100|2|130,train
100,100,2,130,0,100|100|2|130,train
100,73,1,130,0,100|73|1|130,test
100,73,1,130,0,100|73|1|130,test
100,73,1,130,0,100|73|1|130,test
100,73,1,130,0,100|73|1|130,test
100,73,1,130,0,100|73|1|130,test
100,73,1,130,0,100|73|1|130,test
100,73,1,130,0,100|73|1|130,test
100,73,1,130,0,100|73|1|130,test
100,73,1,130,0,100|73|1|130,test
100,73,1,130,0,100|73|1|130,test
100,80,1,130,0,100|80|1|130,valid
100,80,1,130,0,100|80|1|130,valid
100,80,1,130,0,100|80|1|130,valid
100,80,1,130,0,100|80|1|130,valid
100,80,1,130,0,100|80|1|130,valid
100,80,1,130,0,100|80|1|130,valid
100,80,1,130,0,100|80|1|130,valid
100,80,1,130,0,100|80|1|130,valid
100,80,1,130,0,100|80|1|130,valid
100,80,1,130,0,100|80|1|130,valid
100,90,1,130,0,100|90|1|130,test
100,90,1,130,0,100|90|1|130,test
100,90,1,130,0,100|90|1|130,test
100,90,1,130,0,100|90|1|130,test
100,90,1,130,0,100|90|1|130,test
100,90,1,130,0,100|90|1|130,test
100,90,1,130,0,100|90|1|130,test
100,90,1,130,0,100|90|1|130,test
100,90,1,130,0,100|90|1|130,test
100,90,1,130,0,100|90|1|130,test
100,100,1,130,0,100|100|1|130,train
100,100,1,130,0,100|100|1|130,train
100,100,1,130,0,100|100|1|130,train
100,100,1,130,0,100|100|1|130,train
100,100,1,130,0,100|100|1|130,train
100,100,1,130,0,100|100|1|130,train
100,100,1,130,0,100|100|1|130,train
100,100,1,130,0,100|100|1|130,train
100,100,1,130,0,100|100|1|130,train
100,100,1,130,0,100|100|1|130,train
100,73,0,130,0,100|73|0|130,train
100,73,0,130,0,100|73|0|130,train
100,73,0,130,0,100|73|0|130,train
100,73,0,130,0,100|73|0|130,train
100,73,0,130,0,100|73|0|130,train
100,73,0,130,0,100|73|0|130,train
100,73,0,130,0,100|73|0|130,train
100,73,0,130,0,100|73|0|130,train
100,73,0,130,0,100|73|0|130,train
100,73,0,130,0,100|73|0|130,train
100,80,0,130,0,100|80|0|130,train
100,80,0,130,0,100|80|0|130,train
100,80,0,130,0,100|80|0|130,train
100,80,0,130,0,100|80|0|130,train
100,80,0,130,0,100|80|0|130,train
100,80,0,130,0,100|80|0|130,train
100,80,0,130,0,100|80|0|130,train
100,80,0,130,0,100|80|0|130,train
100,80,0,130,0,100|80|0|130,train
100,80,0,130,0,100|80|0|130,train
100,90,0,130,0,100|90|0|130,test
100,90,0,130,0,100|90|0|130,test
100,90,0,130,0,100|90|0|130,test
100,90,0,130,0,100|90|0|130,test
100,90,0,130,0,100|90|0|130,test
100,90,0,130,0,100|90|0|130,test
100,90,0,130,0,100|90|0|130,test
100,90,0,130,0,100|90|0|130,test
100,90,0,130,0,100|90|0|130,test
100,90,0,130,0,100|90|0|130,test
100,100,0,130,0,100|100|0|130,train
100,100,0,130,0,100|100|0|130,train
100,100,0,130,0,100|100|0|130,train
100,100,0,130,0,100|100|0|130,train
100,100,0,130,0,100|100|0|130,train
100,100,0,130,0,100|100|0|130,train
100,100,0,130,0,100|100|0|130,train
100,100,0,130,0,100|100|0|130,train
100,100,0,130,0,100|100|0|130,train
100,100,0,130,0,100|100|0|130,train
100,73,2,115,0,100|73|2|115,train
100,73,2,115,0,100|73|2|115,train
100,73,2,115,0,100|73|2|115,train
100,73,2,115,0,100|73|2|115,train
100,73,2,115,0,100|73|2|115,train
100,73,2,115,0,100|73|2|115,train
100,73,2,115,0,100|73|2|115,train
100,73,2,115,0,100|73|2|115,train
100,73,2,115,0,100|73|2|115,train
100,73,2,115,0,100|73|2|115,train
100,80,2,115,0,100|80|2|115,train
100,80,2,115,0,100|80|2|115,train
100,80,2,115,0,100|80|2|115,train
100,80,2,115,0,100|80|2|115,train
100,80,2,115,0,100|80|2|115,train
100,80,2,115,0,100|80|2|115,train
100,80,2,115,0,100|80|2|115,train
100,80,2,115,0,100|80|2|115,train
100,80,2,115,0,100|80|2|115,train
100,80,2,115,0,100|80|2|115,train
100,90,2,115,0,100|90|2|115,train
100,90,2,115,0,100|90|2|115,train
100,90,2,115,0,100|90|2|115,train
100,90,2,115,0,100|90|2|115,train
100,90,2,115,0,100|90|2|115,train
100,90,2,115,0,100|90|2|115,train
100,90,2,115,0,100|90|2|115,train
100,90,2,115,0,100|90|2|115,train
100,90,2,115,0,100|90|2|115,train
100,90,2,115,0,100|90|2|115,train
100,100,2,115,0,100|100|2|115,valid
100,100,2,115,0,100|100|2|115,valid
100,100,2,115,0,100|100|2|115,valid
100,100,2,115,0,100|100|2|115,valid
100,100,2,115,0,100|100|2|115,valid
100,100,2,115,0,100|100|2|115,valid
100,100,2,115,0,100|100|2|115,valid
100,100,2,115,0,100|100|2|115,valid
100,100,2,115,0,100|100|2|115,valid
100,100,2,115,0,100|100|2|115,valid
100,73,1,115,0,100|73|1|115,train
100,73,1,115,0,100|73|1|115,train
100,73,1,115,0,100|73|1|115,train
100,73,1,115,0,100|73|1|115,train
100,73,1,115,0,100|73|1|115,train
100,73,1,115,0,100|73|1|115,train
100,73,1,115,0,100|73|1|115,train
100,73,1,115,0,100|73|1|115,train
100,73,1,115,0,100|73|1|115,train
100,73,1,115,0,100|73|1|115,train
100,80,1,115,0,100|80|1|115,train
100,80,1,115,0,100|80|1|115,train
100,80,1,115,0,100|80|1|115,train
100,80,1,115,0,100|80|1|115,train
100,80,1,115,0,100|80|1|115,train
100,80,1,115,0,100|80|1|115,train
100,80,1,115,0,100|80|1|115,train
100,80,1,115,0,100|80|1|115,train
100,80,1,115,0,100|80|1|115,train
100,80,1,115,0,100|80|1|115,train
100,90,1,115,0,100|90|1|115,train
100,90,1,115,0,100|90|1|115,train
100,90,1,115,0,100|90|1|115,train
100,90,1,115,0,100|90|1|115,train
100,90,1,115,0,100|90|1|115,train
100,90,1,115,0,100|90|1|115,train
100,90,1,115,0,100|90|1|115,train
100,90,1,115,0,100|90|1|115,train
100,90,1,115,0,100|90|1|115,train
100,90,1,115,0,100|90|1|115,train
100,100,1,115,0,100|100|1|115,train
100,100,1,115,0,100|100|1|115,train
100,100,1,115,0,100|100|1|115,train
100,100,1,115,0,100|100|1|115,train
100,100,1,115,0,100|100|1|115,train
100,100,1,115,0,100|100|1|115,train
100,100,1,115,0,100|100|1|115,train
100,100,1,115,0,100|100|1|115,train
100,100,1,115,0,100|100|1|115,train
100,100,1,115,0,100|100|1|115,train
100,73,0,115,0,100|73|0|115,test
100,73,0,115,0,100|73|0|115,test
100,73,0,115,0,100|73|0|115,test
100,73,0,115,0,100|73|0|115,test
100,73,0,115,0,100|73|0|115,test
100,73,0,115,0,100|73|0|115,test
100,73,0,115,0,100|73|0|115,test
100,73,0,115,0,100|73|0|115,test
100,73,0,115,0,100|73|0|115,test
100,73,0,115,0,100|73|0|115,test
100,80,0,115,0,100|80|0|115,test
100,80,0,115,0,100|80|0|115,test
100,80,0,115,0,100|80|0|115,test
100,80,0,115,0,100|80|0|115,test
100,80,0,115,0,100|80|0|115,test
100,80,0,115,0,100|80|0|115,test
100,80,0,115,0,100|80|0|115,test
100,80,0,115,0,100|80|0|115,test
100,80,0,115,0,100|80|0|115,test
100,80,0,115,0,100|80|0|115,test
100,90,0,115,0,100|90|0|115,train
100,90,0,115,0,100|90|0|115,train
100,90,0,115,0,100|90|0|115,train
100,90,0,115,0,100|90|0|115,train
100,90,0,115,0,100|90|0|115,train
100,90,0,115,0,100|90|0|115,train
100,90,0,115,0,100|90|0|115,train
100,90,0,115,0,100|90|0|115,train
100,90,0,115,0,100|90|0|115,train
100,90,0,115,0,100|90|0|115,train
100,100,0,115,0,100|100|0|115,train
100,100,0,115,0,100|100|0|115,train
100,100,0,115,0,100|100|0|115,train
100,100,0,115,0,100|100|0|115,train
100,100,0,115,0,100|100|0|115,train
100,100,0,115,0,100|100|0|115,train
100,100,0,115,0,100|100|0|115,train
100,100,0,115,0,100|100|0|115,train
100,100,0,115,0,100|100|0|115,train
100,100,0,115,0,100|100|0|115,train
100,73,2,100,0,100|73|2|100,valid
100,73,2,100,0,100|73|2|100,valid
100,73,2,100,0,100|73|2|100,valid
100,73,2,100,0,100|73|2|100,valid
100,73,2,100,0,100|73|2|100,valid
100,73,2,100,0,100|73|2|100,valid
100,73,2,100,0,100|73|2|100,valid
100,73,2,100,0,100|73|2|100,valid
100,73,2,100,0,100|73|2|100,valid
100,73,2,100,0,100|73|2|100,valid
100,80,2,100,0,100|80|2|100,test
100,80,2,100,0,100|80|2|100,test
100,80,2,100,0,100|80|2|100,test
100,80,2,100,0,100|80|2|100,test
100,80,2,100,0,100|80|2|100,test
100,80,2,100,0,100|80|2|100,test
100,80,2,100,0,100|80|2|100,test
100,80,2,100,0,100|80|2|100,test
100,80,2,100,0,100|80|2|100,test
100,80,2,100,0,100|80|2|100,test
100,90,2,100,0,100|90|2|100,train
100,90,2,100,0,100|90|2|100,train
100,90,2,100,0,100|90|2|100,train
100,90,2,100,0,100|90|2|100,train
100,90,2,100,0,100|90|2|100,train
100,90,2,100,0,100|90|2|100,train
100,90,2,100,0,100|90|2|100,train
100,90,2,100,0,100|90|2|100,train
100,90,2,100,0,100|90|2|100,train
100,90,2,100,0,100|90|2|100,train
100,100,2,100,0,100|100|2|100,test
100,100,2,100,0,100|100|2|100,test
100,100,2,100,0,100|100|2|100,test
100,100,2,100,0,100|100|2|100,test
100,100,2,100,0,100|100|2|100,test
100,100,2,100,0,100|100|2|100,test
100,100,2,100,0,100|100|2|100,test
100,100,2,100,0,100|100|2|100,test
100,100,2,100,0,100|100|2|100,test
100,100,2,100,0,100|100|2|100,test
100,73,1,100,0,100|73|1|100,train
100,73,1,100,0,100|73|1|100,train
100,73,1,100,0,100|73|1|100,train
100,73,1,100,0,100|73|1|100,train
100,73,1,100,0,100|73|1|100,train
100,73,1,100,0,100|73|1|100,train
100,73,1,100,0,100|73|1|100,train
100,73,1,100,0,100|73|1|100,train
100,73,1,100,0,100|73|1|100,train
100,73,1,100,0,100|73|1|100,train
100,80,1,100,0,100|80|1|100,train
100,80,1,100,0,100|80|1|100,train
100,80,1,100,0,100|80|1|100,train
100,80,1,100,0,100|80|1|100,train
100,80,1,100,0,100|80|1|100,train
100,80,1,100,0,100|80|1|100,train
100,80,1,100,0,100|80|1|100,train
100,80,1,100,0,100|80|1|100,train
100,80,1,100,0,100|80|1|100,train
100,80,1,100,0,100|80|1|100,train
100,90,1,100,0,100|90|1|100,test
100,90,1,100,0,100|90|1|100,test
100,90,1,100,0,100|90|1|100,test
100,90,1,100,0,100|90|1|100,test
100,90,1,100,0,100|90|1|100,test
100,90,1,100,0,100|90|1|100,test
100,90,1,100,0,100|90|1|100,test
100,90,1,100,0,100|90|1|100,test
100,90,1,100,0,100|90|1|100,test
100,90,1,100,0,100|90|1|100,test
100,100,1,100,0,100|100|1|100,train
100,100,1,100,0,100|100|1|100,train
100,100,1,100,0,100|100|1|100,train
100,100,1,100,0,100|100|1|100,train
100,100,1,100,0,100|100|1|100,train
100,100,1,100,0,100|100|1|100,train
100,100,1,100,0,100|100|1|100,train
100,100,1,100,0,100|100|1|100,train
100,100,1,100,0,100|100|1|100,train
100,100,1,100,0,100|100|1|100,train
100,73,0,100,0,100|73|0|100,train
100,73,0,100,0,100|73|0|100,train
100,73,0,100,0,100|73|0|100,train
100,73,0,100,0,100|73|0|100,train
100,73,0,100,0,100|73|0|100,train
100,73,0,100,0,100|73|0|100,train
100,73,0,100,0,100|73|0|100,train
100,73,0,100,0,100|73|0|100,train
100,73,0,100,0,100|73|0|100,train
100,73,0,100,0,100|73|0|100,train
100,80,0,100,0,100|80|0|100,valid
100,80,0,100,0,100|80|0|100,valid
100,80,0,100,0,100|80|0|100,valid
100,80,0,100,0,100|80|0|100,valid
100,80,0,100,0,100|80|0|100,valid
100,80,0,100,0,100|80|0|100,valid
100,80,0,100,0,100|80|0|100,valid
100,80,0,100,0,100|80|0|100,valid
100,80,0,100,0,100|80|0|100,valid
100,80,0,100,0,100|80|0|100,valid
100,90,0,100,0,100|90|0|100,test
100,90,0,100,0,100|90|0|100,test
100,90,0,100,0,100|90|0|100,test
100,90,0,100,0,100|90|0|100,test
100,90,0,100,0,100|90|0|100,test
100,90,0,100,0,100|90|0|100,test
100,90,0,100,0,100|90|0|100,test
100,90,0,100,0,100|90|0|100,test
100,90,0,100,0,100|90|0|100,test
100,90,0,100,0,100|90|0|100,test
100,100,0,100,0,100|100|0|100,train
100,100,0,100,0,100|100|0|100,train
100,100,0,100,0,100|100|0|100,train
100,100,0,100,0,100|100|0|100,train
100,100,0,100,0,100|100|0|100,train
100,100,0,100,0,100|100|0|100,train
100,100,0,100,0,100|100|0|100,train
100,100,0,100,0,100|100|0|100,train
100,100,0,100,0,100|100|0|100,train
100,100,0,100,0,100|100|0|100,train
100,73,2,90,0,100|73|2|90,train
100,73,2,90,0,100|73|2|90,train
100,73,2,90,0,100|73|2|90,train
100,73,2,90,0,100|73|2|90,train
100,73,2,90,0,100|73|2|90,train
100,73,2,90,0,100|73|2|90,train
100,73,2,90,0,100|73|2|90,train
100,73,2,90,0,100|73|2|90,train
100,73,2,90,0,100|73|2|90,train
100,73,2,90,0,100|73|2|90,train
100,80,2,90,0,100|80|2|90,test
100,80,2,90,0,100|80|2|90,test
100,80,2,90,0,100|80|2|90,test
100,80,2,90,0,100|80|2|90,test
100,80,2,90,0,100|80|2|90,test
100,80,2,90,0,100|80|2|90,test
100,80,2,90,0,100|80|2|90,test
100,80,2,90,0,100|80|2|90,test
100,80,2,90,0,100|80|2|90,test
100,80,2,90,0,100|80|2|90,test
100,90,2,90,0,100|90|2|90,test
100,90,2,90,0,100|90|2|90,test
100,90,2,90,0,100|90|2|90,test
100,90,2,90,0,100|90|2|90,test
100,90,2,90,0,100|90|2|90,test
100,90,2,90,0,100|90|2|90,test
100,90,2,90,0,100|90|2|90,test
100,90,2,90,0,100|90|2|90,test
100,90,2,90,0,100|90|2|90,test
100,90,2,90,0,100|90|2|90,test
100,100,2,90,0,100|100|2|90,train
100,100,2,90,0,100|100|2|90,train
100,100,2,90,0,100|100|2|90,train
100,100,2,90,0,100|100|2|90,train
100,100,2,90,0,100|100|2|90,train
100,100,2,90,0,100|100|2|90,train
100,100,2,90,0,100|100|2|90,train
100,100,2,90,0,100|100|2|90,train
100,100,2,90,0,100|100|2|90,train
100,100,2,90,0,100|100|2|90,train
100,73,1,90,0,100|73|1|90,test
100,73,1,90,0,100|73|1|90,test
100,73,1,90,0,100|73|1|90,test
100,73,1,90,0,100|73|1|90,test
100,73,1,90,0,100|73|1|90,test
100,73,1,90,0,100|73|1|90,test
100,73,1,90,0,100|73|1|90,test
100,73,1,90,0,100|73|1|90,test
100,73,1,90,0,100|73|1|90,test
100,73,1,90,0,100|73|1|90,test
100,80,1,90,0,100|80|1|90,train
100,80,1,90,0,100|80|1|90,train
100,80,1,90,0,100|80|1|90,train
100,80,1,90,0,100|80|1|90,train
100,80,1,90,0,100|80|1|90,train
100,80,1,90,0,100|80|1|90,train
100,80,1,90,0,100|80|1|90,train
100,80,1,90,0,100|80|1|90,train
100,80,1,90,0,100|80|1|90,train
100,80,1,90,0,100|80|1|90,train
100,90,1,90,0,100|90|1|90,valid
100,90,1,90,0,100|90|1|90,valid
100,90,1,90,0,100|90|1|90,valid
100,90,1,90,0,100|90|1|90,valid
100,90,1,90,0,100|90|1|90,valid
